provider_sk,provider_id,speciality,npi_number
20462,PROV0229,General Practice,8348601844
20463,PROV0441,Oncology,9066494948
20464,PROV0134,Neurology,5648978776
20465,PROV0110,Oncology,5786535225
20466,PROV0367,Internal Medicine,6651349403
20467,PROV0336,Surgery,7515792581
20468,PROV0196,Orthopedics,5556253976
20469,PROV0345,Neurology,4040276775
20470,PROV0256,Internal Medicine,6464547147
20471,PROV0351,Dermatology,6553844085
20472,PROV0377,General Practice,1896979285
20473,PROV0064,Radiology,1769966825
20474,PROV0276,General Practice,6313446942
20475,PROV0088,General Practice,1908020742
20476,PROV0432,General Practice,6537779104
20477,PROV0331,Pediatrics,3176682851
20478,PROV0173,Pediatrics,9352888112
20479,PROV0418,General Practice,2568428232
20480,PROV0488,Cardiology,5141727195
20481,PROV0274,General Practice,1472442910
20482,PROV0012,Pediatrics,3674948711
20483,PROV0329,General Practice,8622733693
20484,PROV0029,Internal Medicine,5825716962
20485,PROV0165,General Practice,1867070411
20486,PROV0196,Neurology,7726573578
20487,PROV0385,General Practice,5774721396
20488,PROV0204,Orthopedics,9584094651
20489,PROV0436,Radiology,9728567296
20490,PROV0079,Dermatology,2090990871
20491,PROV0130,General Practice,4264891854
20492,PROV0474,Orthopedics,1700158746
20493,PROV0316,Orthopedics,5903500422
20494,PROV0421,Internal Medicine,3901930215
20495,PROV0182,Internal Medicine,9660413924
20496,PROV0043,Surgery,4289566652
20497,PROV0385,General Practice,4562504835
20498,PROV0307,Radiology,9416525688
20499,PROV0239,Pediatrics,9633900436
20500,PROV0093,Internal Medicine,8641200773
20501,PROV0390,Orthopedics,2309481848
20502,PROV0260,Surgery,2579985555
20503,PROV0127,Cardiology,4892786098
20504,PROV0393,Surgery,9580300233
20505,PROV0398,Internal Medicine,1251697696
20506,PROV0237,General Practice,2541475095
20507,PROV0204,General Practice,9795549310
20508,PROV0324,Cardiology,1874658404
20509,PROV0090,Dermatology,8881887793
20510,PROV0287,Oncology,8812344559
20511,PROV0114,Orthopedics,6699047093
20512,PROV0012,Orthopedics,7133336392
20513,PROV0061,Radiology,9801922097
20514,PROV0489,Neurology,1633982402
20515,PROV0062,Surgery,1886775461
20516,PROV0007,General Practice,7708926165
20517,PROV0312,Radiology,7675337360
20518,PROV0169,General Practice,3899993131
20519,PROV0244,Internal Medicine,1997615621
20520,PROV0024,Radiology,8216125016
20521,PROV0212,General Practice,5535825193
20522,PROV0109,Pediatrics,8458347882
20523,PROV0139,Surgery,9517035878
20524,PROV0450,General Practice,3369096910
20525,PROV0286,Neurology,8432600838
20526,PROV0225,Pediatrics,2924622863
20527,PROV0197,Oncology,6343578935
20528,PROV0152,Internal Medicine,3460371775
20529,PROV0166,Neurology,6241499229
20530,PROV0285,Cardiology,5400461058
20531,PROV0360,General Practice,2209568911
20532,PROV0225,General Practice,5588908671
20533,PROV0301,Cardiology,7886889688
20534,PROV0068,Pediatrics,7101427303
20535,PROV0410,General Practice,6623258390
20536,PROV0113,Internal Medicine,6055594802
20537,PROV0386,Dermatology,4763006974
20538,PROV0190,Cardiology,6888197791
20539,PROV0422,Internal Medicine,7011469017
20540,PROV0116,Cardiology,5616117591
20541,PROV0132,Orthopedics,7308108181
20542,PROV0206,General Practice,8708756273
20543,PROV0445,General Practice,7777859103
20544,PROV0255,General Practice,5047553179
20545,PROV0480,Internal Medicine,2831164323
20546,PROV0364,Dermatology,9889442982
20547,PROV0053,General Practice,7807829008
20548,PROV0402,Cardiology,8011219372
20549,PROV0166,Orthopedics,4681709544
20550,PROV0206,Internal Medicine,7417992337
20551,PROV0289,Surgery,3124638206
20552,PROV0066,Internal Medicine,1195441516
20553,PROV0279,General Practice,9980166090
20554,PROV0109,General Practice,9309642526
20555,PROV0284,Internal Medicine,6887728226
20556,PROV0272,Surgery,7309686193
20557,PROV0223,General Practice,1201035419
20558,PROV0375,Internal Medicine,8445418777
20559,PROV0421,Orthopedics,3285599839
20560,PROV0257,Oncology,7626839559
20561,PROV0376,Internal Medicine,2139907542
20562,PROV0277,Neurology,2982818062
20563,PROV0498,General Practice,1505188964
20564,PROV0227,General Practice,1686343511
20565,PROV0480,Surgery,2812814027
20566,PROV0180,Cardiology,6665903068
20567,PROV0074,General Practice,5372142030
20568,PROV0123,Internal Medicine,8910535791
20569,PROV0085,Pediatrics,4373959429
20570,PROV0247,General Practice,1253896698
20571,PROV0462,Oncology,6216600309
20572,PROV0449,Radiology,4074586263
20573,PROV0248,Dermatology,3721556247
20574,PROV0260,General Practice,2717782817
20575,PROV0191,Orthopedics,1032166908
20576,PROV0218,Internal Medicine,3663056620
20577,PROV0061,General Practice,9446831898
20578,PROV0405,Orthopedics,4227827698
20579,PROV0443,General Practice,7511106606
20580,PROV0486,Cardiology,6881110191
20581,PROV0074,General Practice,1029205856
20582,PROV0260,Surgery,3039464053
20583,PROV0032,Oncology,4242518015
20584,PROV0297,Oncology,4881820746
20585,PROV0205,General Practice,6780358584
20586,PROV0347,Internal Medicine,9683759986
20587,PROV0203,Internal Medicine,1633716215
20588,PROV0250,Internal Medicine,1745790264
20589,PROV0034,Radiology,4719910788
20590,PROV0364,Dermatology,2434861277
20591,PROV0025,Dermatology,1963557500
20592,PROV0357,Orthopedics,1335362329
20593,PROV0276,Surgery,7152501223
20594,PROV0320,Cardiology,5114198660
20595,PROV0363,General Practice,4579799967
20596,PROV0427,General Practice,9374485375
20597,PROV0195,Internal Medicine,9484823847
20598,PROV0369,Cardiology,5694340454
20599,PROV0048,Internal Medicine,1830996882
20600,PROV0438,Oncology,1561534768
20601,PROV0391,Surgery,3116103220
20602,PROV0014,General Practice,8284355635
20603,PROV0394,Oncology,6200806966
20604,PROV0154,Orthopedics,6687905846
20605,PROV0433,Oncology,4935206223
20606,PROV0471,Oncology,9858161371
20607,PROV0421,Oncology,2953239722
20608,PROV0062,Pediatrics,8111021578
20609,PROV0154,Internal Medicine,1904317548
20610,PROV0424,General Practice,9926130784
20611,PROV0109,Internal Medicine,4472151534
20612,PROV0405,Neurology,2010618357
20613,PROV0377,Pediatrics,8924317269
20614,PROV0324,General Practice,6256508933
20615,PROV0434,Internal Medicine,2875583691
20616,PROV0076,Pediatrics,4057543482
20617,PROV0389,Cardiology,2885726097
20618,PROV0499,Internal Medicine,7820482242
20619,PROV0187,Neurology,4384765920
20620,PROV0394,Internal Medicine,9823777071
20621,PROV0343,General Practice,4526880871
20622,PROV0041,Cardiology,1556965624
20623,PROV0338,Cardiology,6006485528
20624,PROV0390,General Practice,1281556156
20625,PROV0034,Orthopedics,3938904149
20626,PROV0297,Orthopedics,5585667888
20627,PROV0110,Internal Medicine,9482067835
20628,PROV0136,Cardiology,9462965680
20629,PROV0397,Internal Medicine,5470267260
20630,PROV0078,Orthopedics,2361624250
20631,PROV0434,Oncology,1045326443
20632,PROV0253,Cardiology,1826658779
20633,PROV0329,General Practice,1872009815
20634,PROV0015,Surgery,8383806848
20635,PROV0402,General Practice,4476149156
20636,PROV0227,Cardiology,4380297886
20637,PROV0315,General Practice,5775796271
20638,PROV0272,Oncology,8156938104
20639,PROV0153,Pediatrics,6591714639
20640,PROV0471,Pediatrics,3202579866
20641,PROV0234,General Practice,7812824025
20642,PROV0389,Surgery,9227595776
20643,PROV0453,General Practice,4275415163
20644,PROV0425,Surgery,9389122024
20645,PROV0031,General Practice,9203042189
20646,PROV0352,General Practice,1210776032
20647,PROV0125,Orthopedics,4296203917
20648,PROV0256,General Practice,6740772450
20649,PROV0219,Cardiology,3611597061
20650,PROV0106,Surgery,5037635183
20651,PROV0161,Dermatology,9422101798
20652,PROV0064,Oncology,8785037187
20653,PROV0437,Internal Medicine,1359884755
20654,PROV0236,Dermatology,3346714735
20655,PROV0195,Internal Medicine,2184216012
20656,PROV0210,Orthopedics,7408371048
20657,PROV0483,General Practice,3053420399
20658,PROV0319,Internal Medicine,9007408612
20659,PROV0454,Internal Medicine,4697538130
20660,PROV0389,Surgery,6836115286
20661,PROV0190,Surgery,9202536031
20662,PROV0243,Internal Medicine,3640841478
20663,PROV0413,General Practice,5934097561
20664,PROV0148,General Practice,4023676688
20665,PROV0417,Internal Medicine,6559280595
20666,PROV0393,Cardiology,8909170995
20667,PROV0065,Internal Medicine,8133405296
20668,PROV0466,General Practice,4156080172
20669,PROV0353,Surgery,9304198421
20670,PROV0337,Neurology,9221034922
20671,PROV0484,General Practice,1542255997
20672,PROV0284,Orthopedics,7135814064
20673,PROV0001,Neurology,1479182194
20674,PROV0185,Neurology,9072769261
20675,PROV0320,Internal Medicine,8783439710
20676,PROV0151,General Practice,9241852433
20677,PROV0402,General Practice,1739461648
20678,PROV0084,Internal Medicine,5818309254
20679,PROV0110,General Practice,3944056821
20680,PROV0007,Radiology,8025070105
20681,PROV0462,Orthopedics,7911095371
20682,PROV0026,Surgery,5056182146
20683,PROV0388,Dermatology,4000038155
20684,PROV0124,Neurology,9094943807
20685,PROV0471,General Practice,3581080270
20686,PROV0016,Oncology,2853551199
20687,PROV0142,Internal Medicine,4363170826
20688,PROV0217,Orthopedics,4182535520
20689,PROV0397,Radiology,5400850410
20690,PROV0462,General Practice,3520414989
20691,PROV0450,Neurology,1364335707
20692,PROV0274,General Practice,2104244946
20693,PROV0195,Orthopedics,7181101796
20694,PROV0445,General Practice,9229791935
20695,PROV0262,General Practice,4908161347
20696,PROV0276,Radiology,8706150837
20697,PROV0319,Surgery,1392424507
20698,PROV0342,General Practice,9650149213
20699,PROV0293,Internal Medicine,6763949820
20700,PROV0292,Orthopedics,5536045032
20701,PROV0304,Internal Medicine,6738388700
20702,PROV0105,General Practice,3351792848
20703,PROV0379,Internal Medicine,6589652455
20704,PROV0387,Orthopedics,7293656180
20705,PROV0450,General Practice,8748062157
20706,PROV0292,Cardiology,5255462880
20707,PROV0259,Internal Medicine,7640105604
20708,PROV0257,General Practice,4141285895
20709,PROV0268,General Practice,3605986278
20710,PROV0312,Internal Medicine,9550755595
20711,PROV0344,Orthopedics,8224569257
20712,PROV0411,Internal Medicine,4646320540
20713,PROV0270,Orthopedics,8639076145
20714,PROV0199,Internal Medicine,5271690696
20715,PROV0139,General Practice,9849618102
20716,PROV0391,General Practice,1576949128
20717,PROV0095,General Practice,7504196789
20718,PROV0154,Neurology,4725821579
20719,PROV0106,Internal Medicine,9764428829
20720,PROV0200,Orthopedics,1168799839
20721,PROV0102,Cardiology,6783655355
20722,PROV0399,General Practice,7771167718
20723,PROV0046,Internal Medicine,8956259965
20724,PROV0332,Internal Medicine,9911459785
20725,PROV0306,Cardiology,4792635902
20726,PROV0254,General Practice,6932931933
20727,PROV0238,General Practice,3617995626
20728,PROV0242,Surgery,5144832694
20729,PROV0101,Surgery,1991303475
20730,PROV0235,Cardiology,8850070519
20731,PROV0100,Surgery,8767571960
20732,PROV0200,General Practice,5988166966
20733,PROV0420,Surgery,6378091215
20734,PROV0327,Surgery,1160421114
20735,PROV0373,Internal Medicine,6929564485
20736,PROV0353,Orthopedics,1469334588
20737,PROV0107,Pediatrics,3224729820
20738,PROV0053,General Practice,1318978381
20739,PROV0416,General Practice,6282996000
20740,PROV0249,Pediatrics,6256715539
20741,PROV0191,Pediatrics,3335317390
20742,PROV0355,Radiology,5639842051
20743,PROV0023,General Practice,6388438067
20744,PROV0400,Cardiology,2717916981
20745,PROV0343,Internal Medicine,3580516815
20746,PROV0288,Internal Medicine,7485524548
20747,PROV0045,Cardiology,2954254297
20748,PROV0402,Orthopedics,9762465979
20749,PROV0449,Oncology,1954544148
20750,PROV0257,Oncology,6418283338
20751,PROV0327,Radiology,1284428300
20752,PROV0063,Surgery,8948591274
20753,PROV0300,Oncology,4517495964
20754,PROV0029,Internal Medicine,5974107028
20755,PROV0444,Pediatrics,6407810412
20756,PROV0383,Internal Medicine,2301403204
20757,PROV0255,Internal Medicine,6390882299
20758,PROV0338,Surgery,9658451580
20759,PROV0134,Dermatology,1867496280
20760,PROV0364,Internal Medicine,9881530130
20761,PROV0016,General Practice,6349614753
20762,PROV0095,Dermatology,8139795536
20763,PROV0169,General Practice,1244075320
20764,PROV0428,Orthopedics,4398816886
20765,PROV0269,Orthopedics,7350716215
20766,PROV0463,Oncology,2833310242
20767,PROV0372,Dermatology,8788739198
20768,PROV0393,Oncology,8188235787
20769,PROV0073,General Practice,6257615621
20770,PROV0413,Dermatology,3666345284
20771,PROV0355,Neurology,9855721162
20772,PROV0074,General Practice,5043759685
20773,PROV0390,Internal Medicine,6758001417
20774,PROV0221,Radiology,5729808464
20775,PROV0379,Pediatrics,1001243410
20776,PROV0191,General Practice,5565180748
20777,PROV0255,Internal Medicine,9984186154
20778,PROV0317,General Practice,9118321184
20779,PROV0288,Dermatology,5998498035
20780,PROV0236,Dermatology,1378747317
20781,PROV0292,Radiology,4417665234
20782,PROV0472,Dermatology,2871797847
20783,PROV0380,General Practice,2749534464
20784,PROV0244,Internal Medicine,6275188629
20785,PROV0256,Radiology,3330324626
20786,PROV0249,Orthopedics,2336732818
20787,PROV0370,Internal Medicine,5354434273
20788,PROV0360,Internal Medicine,7452776916
20789,PROV0475,Cardiology,4059106907
20790,PROV0422,Surgery,1397884198
20791,PROV0202,General Practice,4015951842
20792,PROV0211,General Practice,3503653481
20793,PROV0235,Orthopedics,1322643451
20794,PROV0248,Surgery,6053910403
20795,PROV0105,Internal Medicine,5787588683
20796,PROV0116,Pediatrics,9234271616
20797,PROV0436,Pediatrics,5770788690
20798,PROV0327,Surgery,2660906755
20799,PROV0454,Oncology,5870455788
20800,PROV0206,Orthopedics,2987391515
20801,PROV0434,Radiology,4919660138
20802,PROV0170,Neurology,4661434334
20803,PROV0477,General Practice,7583750174
20804,PROV0132,Cardiology,5221578335
20805,PROV0242,General Practice,4588654864
20806,PROV0236,Oncology,7413236268
20807,PROV0027,General Practice,3272040229
20808,PROV0437,Internal Medicine,5062312096
20809,PROV0174,General Practice,5284141463
20810,PROV0454,Internal Medicine,6638917501
20811,PROV0020,Pediatrics,7657745112
20812,PROV0158,Cardiology,9781537533
20813,PROV0253,General Practice,3814426852
20814,PROV0368,Internal Medicine,4129256307
20815,PROV0009,Cardiology,7597608042
20816,PROV0422,Internal Medicine,4201252145
20817,PROV0241,General Practice,2170953650
20818,PROV0207,Neurology,6271229629
20819,PROV0201,Radiology,2350125407
20820,PROV0004,Neurology,3773860503
20821,PROV0125,Cardiology,2632038731
20822,PROV0360,Cardiology,3915188739
20823,PROV0387,Radiology,1555091076
20824,PROV0185,Internal Medicine,9946440654
20825,PROV0309,Internal Medicine,4586770027
20826,PROV0402,Dermatology,7830148502
20827,PROV0052,Surgery,1142831582
20828,PROV0420,Oncology,8599041748
20829,PROV0460,Orthopedics,8596341135
20830,PROV0386,Surgery,1916596546
20831,PROV0301,Internal Medicine,3048878236
20832,PROV0173,Internal Medicine,9419858090
20833,PROV0056,General Practice,8209407963
20834,PROV0426,Orthopedics,7863650261
20835,PROV0123,Oncology,8188394828
20836,PROV0156,Cardiology,9980845817
20837,PROV0286,Neurology,3711352176
20838,PROV0100,Pediatrics,1893140807
20839,PROV0218,Cardiology,2050434680
20840,PROV0143,Orthopedics,9702611589
20841,PROV0339,Internal Medicine,3426747210
20842,PROV0222,Orthopedics,1197747708
20843,PROV0336,General Practice,4873604117
20844,PROV0043,Internal Medicine,4140172015
20845,PROV0198,Internal Medicine,9809485154
20846,PROV0440,Pediatrics,5940415174
20847,PROV0313,General Practice,9611209169
20848,PROV0055,Surgery,6608931388
20849,PROV0055,Radiology,2306059366
20850,PROV0359,General Practice,8650838816
20851,PROV0267,Oncology,5826386889
20852,PROV0109,Neurology,2541493207
20853,PROV0295,Orthopedics,6402277257
20854,PROV0155,Pediatrics,2374275078
20855,PROV0172,Surgery,6684496251
20856,PROV0401,Pediatrics,4565492011
20857,PROV0335,Dermatology,6666099316
20858,PROV0056,Oncology,2226631453
20859,PROV0344,Orthopedics,3404380344
20860,PROV0333,General Practice,6800271605
20861,PROV0423,General Practice,5577403672
20862,PROV0467,Internal Medicine,3010063105
20863,PROV0448,Internal Medicine,7830771202
20864,PROV0061,Pediatrics,6979407740
20865,PROV0456,Internal Medicine,9901667817
20866,PROV0360,Internal Medicine,6080702934
20867,PROV0346,Internal Medicine,3085808756
20868,PROV0212,Internal Medicine,8676166316
20869,PROV0061,Cardiology,2566199174
20870,PROV0293,General Practice,7246184402
20871,PROV0131,Internal Medicine,1445367051
20872,PROV0039,Internal Medicine,3776917909
20873,PROV0079,Internal Medicine,8780015951
20874,PROV0334,Dermatology,6979478780
20875,PROV0184,Internal Medicine,7063825325
20876,PROV0047,Internal Medicine,6376915035
20877,PROV0435,Internal Medicine,7784819124
20878,PROV0253,Internal Medicine,5989106364
20879,PROV0277,General Practice,2843601857
20880,PROV0471,Pediatrics,3988356034
20881,PROV0179,Oncology,9360923463
20882,PROV0432,Internal Medicine,4357497454
20883,PROV0072,General Practice,3645702157
20884,PROV0146,General Practice,4017493814
20885,PROV0481,Orthopedics,7607770012
20886,PROV0027,Cardiology,7401753022
20887,PROV0241,Orthopedics,2853839559
20888,PROV0033,General Practice,1499084485
20889,PROV0442,General Practice,8741843144
20890,PROV0333,General Practice,6247110910
20891,PROV0448,Radiology,6549890357
20892,PROV0295,Neurology,6267859752
20893,PROV0154,Neurology,6309273539
20894,PROV0132,Cardiology,4392231910
20895,PROV0400,Internal Medicine,5302444389
20896,PROV0006,Internal Medicine,9412452154
20897,PROV0109,Pediatrics,6207124331
20898,PROV0240,Dermatology,6331448783
20899,PROV0302,General Practice,7969900516
20900,PROV0231,Oncology,2653999428
20901,PROV0326,Oncology,6089800158
20902,PROV0267,Internal Medicine,2352634307
20903,PROV0376,General Practice,7435208349
